Ransomware Family,TacticID,TechniqueID,Sub-TechID,Action,Num. CAR,Num. Sigma,Num. ES SIEM,Num. Splunk,Total
Cl0pRansomware,Defense Evasion,T1497,T1497.001,Queries disk information (often used to detect virtual machines),0,1,0,0,1
SugarRansomware,Defense Evasion,T1497,T1497.001,Queries disk information (often used to detect virtual machines),0,1,0,0,1
BandarChorRansomware,Discovery,T1082,No sub-techniques,Queries disk information (often used to detect virtual machines),2,14,7,5,28
Cl0pRansomware,Discovery,T1082,No sub-techniques,Queries disk information (often used to detect virtual machines),2,14,7,5,28
SugarRansomware,Discovery,T1082,No sub-techniques,Queries disk information (often used to detect virtual machines),2,14,7,5,28
BandarChorRansomware,Discovery,T1497,T1497.001,Queries disk information (often used to detect virtual machines),0,1,0,0,1
Cl0pRansomware,Discovery,T1497,T1497.001,Queries disk information (often used to detect virtual machines),0,1,0,0,1
SugarRansomware,Discovery,T1497,T1497.001,Queries disk information (often used to detect virtual machines),0,1,0,0,1
BandarChorRansomware,Discovery,T1518,T1518.001,Queries disk information (often used to detect virtual machines),1,4,2,0,7
Cl0pRansomware,Discovery,T1518,T1518.001,Queries disk information (often used to detect virtual machines),1,4,2,0,7
SugarRansomware,Discovery,T1518,T1518.001,Queries disk information (often used to detect virtual machines),1,4,2,0,7
AgendaRansomware,Discovery,T1082,No sub-techniques,Queries keyboard layouts,2,14,7,5,28
KoxicRansomware,Execution,T1047,No sub-techniques,Queries memory information (via WMI often done to detect virtual machines),3,40,5,14,62
HaronRansomware,Discovery,T1082,No sub-techniques,"Queries process information (via WMI, Win32_Process)",2,14,7,5,28
KoxicRansomware,Discovery,T1082,No sub-techniques,"Queries process information (via WMI, Win32_Process)",2,14,7,5,28
LokiLockerRansomware,Discovery,T1082,No sub-techniques,"Queries process information (via WMI, Win32_Process)",2,14,7,5,28
MidasRansomware,Discovery,T1082,No sub-techniques,"Queries process information (via WMI, Win32_Process)",2,14,7,5,28
SamsamRansomware,Discovery,T1082,No sub-techniques,"Queries process information (via WMI, Win32_Process)",2,14,7,5,28
HaronRansomware,Execution,T1047,No sub-techniques,"Queries process information (via WMI, Win32_Process)",3,40,5,14,62
LokiLockerRansomware,Execution,T1047,No sub-techniques,"Queries process information (via WMI, Win32_Process)",3,40,5,14,62
MidasRansomware,Execution,T1047,No sub-techniques,"Queries process information (via WMI, Win32_Process)",3,40,5,14,62
SamsamRansomware,Execution,T1047,No sub-techniques,"Queries process information (via WMI, Win32_Process)",3,40,5,14,62
KoxicRansomware,Defense Evasion,T1497,T1497.001,"Queries sensitive disk information (via WMI, Win32_DiskDrive, often done to detect virtual machines)",0,1,0,0,1
KoxicRansomware,Discovery,T1082,No sub-techniques,"Queries sensitive disk information (via WMI, Win32_DiskDrive, often done to detect virtual machines)",2,14,7,5,28
KoxicRansomware,Discovery,T1497,T1497.001,"Queries sensitive disk information (via WMI, Win32_DiskDrive, often done to detect virtual machines)",0,1,0,0,1
KoxicRansomware,Discovery,T1518,T1518.001,"Queries sensitive disk information (via WMI, Win32_DiskDrive, often done to detect virtual machines)",1,4,2,0,7
KoxicRansomware,Execution,T1047,No sub-techniques,"Queries sensitive disk information (via WMI, Win32_DiskDrive, often done to detect virtual machines)",3,40,5,14,62
KoxicRansomware,Defense Evasion,T1497,T1497.001,"Queries sensitive network adapter information (via WMI, Win32_NetworkAdapter, often done to detect virtual machines)",0,1,0,0,1
KoxicRansomware,Discovery,T1497,T1497.001,"Queries sensitive network adapter information (via WMI, Win32_NetworkAdapter, often done to detect virtual machines)",0,1,0,0,1
KoxicRansomware,Discovery,T1518,T1518.001,"Queries sensitive network adapter information (via WMI, Win32_NetworkAdapter, often done to detect virtual machines)",1,4,2,0,7
KoxicRansomware,Execution,T1047,No sub-techniques,"Queries sensitive network adapter information (via WMI, Win32_NetworkAdapter, often done to detect virtual machines)",3,40,5,14,62
KoxicRansomware,Defense Evasion,T1497,T1497.001,"Queries sensitive physical memory information (via WMI, Win32_PhysicalMemory, often done to detect virtual machines)",0,1,0,0,1
KoxicRansomware,Discovery,T1497,T1497.001,"Queries sensitive physical memory information (via WMI, Win32_PhysicalMemory, often done to detect virtual machines)",0,1,0,0,1
KoxicRansomware,Discovery,T1518,T1518.001,"Queries sensitive physical memory information (via WMI, Win32_PhysicalMemory, often done to detect virtual machines)",1,4,2,0,7
KoxicRansomware,Execution,T1047,No sub-techniques,"Queries sensitive physical memory information (via WMI, Win32_PhysicalMemory, often done to detect virtual machines)",3,40,5,14,62
HaronRansomware,Defense Evasion,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
KoxicRansomware,Defense Evasion,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
LokiLockerRansomware,Defense Evasion,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
MidasRansomware,Defense Evasion,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
SamsamRansomware,Defense Evasion,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
HaronRansomware,Discovery,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
KoxicRansomware,Discovery,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
LokiLockerRansomware,Discovery,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
MidasRansomware,Discovery,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
SamsamRansomware,Discovery,T1497,T1497.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",0,1,0,0,1
HaronRansomware,Discovery,T1518,T1518.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",1,4,2,0,7
KoxicRansomware,Discovery,T1518,T1518.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",1,4,2,0,7
LokiLockerRansomware,Discovery,T1518,T1518.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",1,4,2,0,7
MidasRansomware,Discovery,T1518,T1518.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",1,4,2,0,7
SamsamRansomware,Discovery,T1518,T1518.001,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",1,4,2,0,7
HaronRansomware,Execution,T1047,No sub-techniques,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",3,40,5,14,62
LokiLockerRansomware,Execution,T1047,No sub-techniques,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",3,40,5,14,62
MidasRansomware,Execution,T1047,No sub-techniques,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",3,40,5,14,62
SamsamRansomware,Execution,T1047,No sub-techniques,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machines)",3,40,5,14,62
KoxicRansomware,Execution,T1047,No Suitable Sub-techniques,"Queries sensitive processor information (via WMI, Win32_Processor, often done to detect virtual machinesQueries process information (via WMI, Win32_Process)",3,40,5,14,62
AESRTRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
BlueSkyRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
ChaosRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
Cl0pRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
ClownicRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
CrytoxRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
CubaRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
CuratorRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
DearCryRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
HaronRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
KoxicRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
LockBitRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
LokiLockerRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
MementoRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
MidasRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
MoishaRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
OnyxRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
PandoraRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
RookRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
SFileRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
SugarRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
SunnyDayRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
SynAckRansomware,Discovery,T1082,No sub-techniques,Queries the cryptographic machine GUID,2,14,7,5,28
BlueSkyRansomware,Discovery,T1082,No sub-techniques,Queries the installation date of Windows,2,14,7,5,28
SugarRansomware,Discovery,T1082,No sub-techniques,Queries the installation date of Windows,2,14,7,5,28
BlueSkyRansomware,Discovery,T1082,No sub-techniques,Queries the product ID of Windows,2,14,7,5,28
AESRTRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
AgendaRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
BandarChorRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
BlackBastaRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
BlueSkyRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
ChaosRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
ClownicRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
CrytoxRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
DearCryRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
DecafRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
DiavolRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
HaronRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
HiveRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
KoxicRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
LilithRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
LockBitRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
LokiLockerRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
MementoRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
MidasRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
MoishaRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
NightSkyRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
NokoyawaRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
OnyxRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
PandoraRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
RookRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
SamsamRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
SugarRansomware,Discovery,T1082,No sub-techniques,"Queries the volume information (name, serial number etc) of a device",2,14,7,5,28
AESRTRansomware,Discovery,T1082,No sub-techniques,Query environment variable,2,14,7,5,28
BlackCatRansomware,Discovery,T1082,No sub-techniques,Query environment variable,2,14,7,5,28
CuratorRansomware,Discovery,T1082,No sub-techniques,Query environment variable,2,14,7,5,28
DearCryRansomware,Discovery,T1082,No sub-techniques,Query environment variable,2,14,7,5,28
DiavolRansomware,Discovery,T1082,No sub-techniques,Query environment variable,2,14,7,5,28
LorenzRansomware,Discovery,T1082,No sub-techniques,Query environment variable,2,14,7,5,28
MementoRansomware,Discovery,T1082,No sub-techniques,Query environment variable,2,14,7,5,28
SunnyDayRansomware,Discovery,T1082,No sub-techniques,Query environment variable,2,14,7,5,28
Cl0pRansomware,Defense Evasion,T1497,T1497.001,Query firmware table information (likely to detect VMs),0,1,0,0,1
Cl0pRansomware,Discovery,T1497,T1497.001,Query firmware table information (likely to detect VMs),0,1,0,0,1
Cl0pRansomware,Discovery,T1518,T1518.001,Query firmware table information (likely to detect VMs),1,4,2,0,7
AESRTRansomware,Discovery,T1012,No sub-techniques,Query or enumerate registry key,3,10,1,2,16
HaronRansomware,Discovery,T1012,No sub-techniques,Query or enumerate registry key,3,10,1,2,16
LockyRansomware,Discovery,T1012,No sub-techniques,Query or enumerate registry key,3,10,1,2,16
LorenzRansomware,Discovery,T1012,No sub-techniques,Query or enumerate registry key,3,10,1,2,16
MidasRansomware,Discovery,T1012,No sub-techniques,Query or enumerate registry key,3,10,1,2,16
OnyxRansomware,Discovery,T1012,No sub-techniques,Query or enumerate registry key,3,10,1,2,16
AESRTRansomware,Discovery,T1012,No sub-techniques,Query or enumerate registry value,3,10,1,2,16
BlackCatRansomware,Discovery,T1012,No sub-techniques,Query or enumerate registry value,3,10,1,2,16
BlackCatRansomware,Discovery,T1007,No sub-techniques,Query service status,2,3,0,0,5
OnyxRansomware,Discovery,T1217,No sub-techniques,Read browser history,0,3,0,0,3
OnyxRansomware,Collection,T1115,No sub-techniques,Read clipboard data,0,6,0,2,8
OnyxRansomware,Collection,T1005,No sub-techniques,Read many file,0,7,2,1,10
OnyxRansomware,Credential Access,T1539,No sub-techniques,Read windows cookies,0,2,3,0,5
OnyxRansomware,Lateral Movement,T1550,T1550.004,Read windows cookies,0,0,0,0,0
OnyxRansomware,Unknown,T1550,T1550.004,Read windows cookies,0,0,0,0,0
BianLianRansomware,Discovery,T1082,No sub-techniques,Reads CPU information from /sys indicative of miner or evasive malware,2,14,7,5,28
DeadBoltRansomware,Discovery,T1082,No sub-techniques,Reads CPU information from /sys indicative of miner or evasive malware,2,14,7,5,28
RedAlertRansomware,Discovery,T1082,No sub-techniques,Reads CPU information from /sys indicative of miner or evasive malware,2,14,7,5,28
SunnyDayRansomware,Discovery,T1082,No sub-techniques,Reads CPU information from /sys indicative of miner or evasive malware,2,14,7,5,28
CuratorRansomware,Discovery,T1082,No sub-techniques,Reads ini files,2,14,7,5,28
AESRTRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
AgendaRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
BlackBastaRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
BlueSkyRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
ChaosRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
DearCryRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
LockBitRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
LokiLockerRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
LorenzRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
MoishaRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
OnyxRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
PLAYRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
PandoraRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
RookRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
SugarRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
SunnyDayRansomware,Discovery,T1083,No sub-techniques,Reads ini files,0,12,2,1,15
AESRTRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
AgendaRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
BandarChorRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
BlackCatRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
BlueSkyRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
CactusRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
BlackBastaRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
ChaosRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
Cl0pRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
ClownicRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
CrytoxRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
CubaRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
CuratorRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
DearCryRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
DecafRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
DiavolRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
EvilNominatusRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
HaronRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
HiveRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
KoxicRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
LilithRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
LockBitRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
LokiLockerRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
LorenzRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
MauiRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
MementoRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
MidasRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
MoishaRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
NightSkyRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
NokoyawaRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
OnyxRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
PLAYRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
PandoraRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
PhobosRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
RookRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
SFileRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
SamsamRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
SugarRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
SunnyDayRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
SynAckRansomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
Yanluowang Ransomware,Discovery,T1082,No sub-techniques,Reads software policies,2,14,7,5,28
BianLianRansomware,Discovery,T1082,No sub-techniques,Reads system information from the proc file system,2,14,7,5,28
DeadBoltRansomware,Discovery,T1082,No sub-techniques,Reads system information from the proc file system,2,14,7,5,28
RedAlertRansomware,Discovery,T1082,No sub-techniques,Reads system information from the proc file system,2,14,7,5,28
SunnyDayRansomware,Discovery,T1082,No sub-techniques,Reads system information from the proc file system,2,14,7,5,28
LockBitRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
DecafRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
DiavolRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
HaronRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
LokiLockerRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
NightSkyRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
NokoyawaRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
RookRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
SugarRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
Cl0pRansomware,Discovery,T1018,No sub-techniques,Reads the hosts file,1,15,4,18,38
MauiRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference AES constants,0,83,7,8,98
NightSkyRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference AES constants,0,83,7,8,98
RedAlertRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference AES constants,0,83,7,8,98
LokiLockerRansomware,Defense Evasion,T1497,T1497.001,Reference anti-VM strings targeting Qemu,0,1,0,0,1
LokiLockerRansomware,Discovery,T1497,T1497.001,Reference anti-VM strings targeting Qemu,0,1,0,0,1
RedAlertRansomware,Defense Evasion,T1497,T1497.001,Reference anti-VM strings targeting VMWare,0,1,0,0,1
RedAlertRansomware,Discovery,T1497,T1497.001,Reference anti-VM strings targeting VMWare,0,1,0,0,1
MementoRansomware,Collection,T1497,T1497.001,Reference anti-VM strings targeting Xen,0,1,0,0,1
LokiLockerRansomware,Defense Evasion,T1497,T1497.001,Reference anti-VM strings targeting Xen,0,1,0,0,1
MementoRansomware,Defense Evasion,T1497,T1497.001,Reference anti-VM strings targeting Xen,0,1,0,0,1
RansomExx,Defense Evasion,T1497,T1497.001,Reference anti-VM strings targeting Xen,0,1,0,0,1
LokiLockerRansomware,Discovery,T1497,T1497.001,Reference anti-VM strings targeting Xen,0,1,0,0,1
MementoRansomware,Discovery,T1497,T1497.001,Reference anti-VM strings targeting Xen,0,1,0,0,1
RansomExx,Discovery,T1497,T1497.001,Reference anti-VM strings targeting Xen,0,1,0,0,1
AvosLockerRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference Base64 string,0,83,7,8,98
BlackCatRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference Base64 string,0,83,7,8,98
DearCryRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference Base64 string,0,83,7,8,98
HiveRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference Base64 string,0,83,7,8,98
LilithRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference Base64 string,0,83,7,8,98
MauiRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference Base64 string,0,83,7,8,98
NightSkyRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Reference Base64 string,0,83,7,8,98
DiavolRansomware,Defense Evasion,T1218,T1218.010,Registers a DLL,2,16,2,6,26
BlueSkyRansomware,Defense Evasion,T1027,T1027.005,Resolve function by djb2 hash,0,4,0,2,6
RansomExx,Defense Evasion,T1027,T1027.005,Resolve function by hash,0,4,0,2,6
DiavolRansomware,Defense Evasion,T1218,T1218.011,Runs a DLL by calling functions,1,32,3,16,52
KrusRansomware,Defense Evasion,T1036,No Suitable Sub-techniques,Sample contains symbols with suspicious names,1,27,16,27,71
BlackBastaRansomware,Collection,T1056,No Suitable Sub-techniques,Sample has functionality to log and monitor keystrokes,0,0,2,1,3
PLAYRansomware,Collection,T1056,No Suitable Sub-techniques,Sample has functionality to log and monitor keystrokes,0,0,2,1,3
BlackBastaRansomware,Credential Access,T1056,No Suitable Sub-techniques,Sample has functionality to log and monitor keystrokes,0,0,2,1,3
MementoRansomware,Credential Access,T1056,No Suitable Sub-techniques,Sample has functionality to log and monitor keystrokes,0,0,2,1,3
PLAYRansomware,Credential Access,T1056,No Suitable Sub-techniques,Sample has functionality to log and monitor keystrokes,0,0,2,1,3
AgendaRansomware,Discovery,T1120,No sub-techniques,Sample is looking for USB drives. Launch the sample with the USB Fake Disk cookbook,0,2,1,0,3
Cl0pRansomware,Discovery,T1120,No sub-techniques,Sample is looking for USB drives. Launch the sample with the USB Fake Disk cookbook,0,2,1,0,3
HiveRansomware,Discovery,T1120,No sub-techniques,Sample is looking for USB drives. Launch the sample with the USB Fake Disk cookbook,0,2,1,0,3
LilithRansomware,Discovery,T1120,No sub-techniques,Sample is looking for USB drives. Launch the sample with the USB Fake Disk cookbook,0,2,1,0,3
LockBitRansomware,Discovery,T1120,No sub-techniques,Sample is looking for USB drives. Launch the sample with the USB Fake Disk cookbook,0,2,1,0,3
PLAYRansomware,Discovery,T1120,No sub-techniques,Sample is looking for USB drives. Launch the sample with the USB Fake Disk cookbook,0,2,1,0,3
PandoraRansomware,Discovery,T1120,No sub-techniques,Sample is looking for USB drives. Launch the sample with the USB Fake Disk cookbook,0,2,1,0,3
RookRansomware,Discovery,T1120,No sub-techniques,Sample is looking for USB drives. Launch the sample with the USB Fake Disk cookbook,0,2,1,0,3
AgendaRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample may offer command line options, please run it with the command line option cookbook (it's possible that the command line switches require additional characters like)",1,51,64,57,173
BlackCatRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample may offer command line options, please run it with the command line option cookbook (it's possible that the command line switches require additional characters like)",1,51,64,57,173
DearCryRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample may offer command line options, please run it with the command line option cookbook (it's possible that the command line switches require additional characters like)",1,51,64,57,173
MauiRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample may offer command line options, please run it with the command line option cookbook (it's possible that the command line switches require additional characters like)",1,51,64,57,173
NightSkyRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample may offer command line options, please run it with the command line option cookbook (it's possible that the command line switches require additional characters like)",1,51,64,57,173
YanluowangRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample may offer command line options, please run it with the command line option cookbook (it's possible that the command line switches require additional characters like)",1,51,64,57,173
AgendaRansomware,Execution,T1059,No Suitable Sub-techniques,"Sample might require command line arguments, analyze it with the command line cookbook",1,51,64,57,173
